fecha,tmed,tmax,tmin,prec,velmedia,racha,sol,hrMedia,temp_categoria,humedad_categoria,viento_categoria,lluvia_categoria,sol_categoria,descripcion_dia
2023-05-20,17.4,21.1,13.6,0.0,3.9,8.9,6.8,78.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-05-21,16.0,18.3,13.6,27.2,1.9,9.7,0.4,84.0,Agradable,Húmedo,Brisa,Lluvia notable,Nublado,"Agradable, Húmedo, Brisa, Lluvia notable, Nublado."
2023-05-22,15.6,17.5,13.6,0.4,3.1,9.2,0.0,82.0,Agradable,Húmedo,Brisa,Lluvia ligera,Nublado,"Agradable, Húmedo, Brisa, Lluvia ligera, Nublado."
2023-05-23,17.8,21.3,14.3,0.4,4.4,8.9,5.8,70.0,Agradable,Húmedo,Brisa,Lluvia ligera,Parcialmente soleado,"Agradable, Húmedo, Brisa, Lluvia ligera, Parcialmente soleado."
2023-05-24,18.8,22.0,15.6,0.05,4.2,7.8,10.5,76.0,Agradable,Húmedo,Brisa,Lluvia ligera,Soleado,"Agradable, Húmedo, Brisa, Lluvia ligera, Soleado."
2023-05-25,19.8,24.5,15.0,0.0,4.2,8.3,11.5,72.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-05-26,20.4,23.9,16.9,9.3,2.8,9.7,8.8,73.0,Agradable,Húmedo,Brisa,Lluvia notable,Soleado,"Agradable, Húmedo, Brisa, Lluvia notable, Soleado."
2023-05-27,21.1,25.0,17.2,0.0,3.3,9.7,4.9,72.0,Agradable,Húmedo,Brisa,Sin lluvia,Parcialmente soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Parcialmente soleado."
2023-05-28,22.6,26.4,18.9,0.3,5.0,13.9,3.8,66.0,Agradable,Húmedo,Brisa,Lluvia ligera,Parcialmente soleado,"Agradable, Húmedo, Brisa, Lluvia ligera, Parcialmente soleado."
2023-05-29,22.2,27.9,16.5,0.0,4.2,10.8,9.9,53.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-05-30,24.4,29.4,19.3,0.0,5.0,9.7,9.1,47.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-05-31,23.5,28.5,18.5,0.0,6.1,11.4,12.2,53.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-06-01,21.1,24.7,17.5,2.0,3.6,8.9,7.4,73.0,Agradable,Húmedo,Brisa,Lluvia notable,Soleado,"Agradable, Húmedo, Brisa, Lluvia notable, Soleado."
2023-06-02,21.6,25.1,18.2,0.0,2.8,8.3,8.9,69.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-06-03,21.8,25.5,18.0,0.0,4.7,8.9,10.7,73.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-06-04,21.6,26.0,17.1,0.0,4.2,8.9,12.4,70.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-06-05,21.8,25.3,18.3,0.0,3.9,8.9,11.3,73.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-06-06,22.8,25.6,20.1,0.7,3.6,8.3,6.8,76.0,Agradable,Húmedo,Brisa,Lluvia ligera,Soleado,"Agradable, Húmedo, Brisa, Lluvia ligera, Soleado."
2023-06-07,21.4,23.5,19.4,2.4,2.8,8.3,0.4,74.0,Agradable,Húmedo,Brisa,Lluvia notable,Nublado,"Agradable, Húmedo, Brisa, Lluvia notable, Nublado."
2023-06-08,20.8,23.2,18.5,2.3,1.9,9.2,1.8,81.0,Agradable,Húmedo,Brisa,Lluvia notable,Nublado,"Agradable, Húmedo, Brisa, Lluvia notable, Nublado."
2023-06-09,23.2,28.8,17.7,0.05,2.8,8.3,6.6,68.0,Agradable,Húmedo,Brisa,Lluvia ligera,Soleado,"Agradable, Húmedo, Brisa, Lluvia ligera, Soleado."
2023-06-10,25.8,30.8,20.7,0.0,5.3,10.8,12.9,48.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-06-11,27.2,31.9,22.5,0.0,4.4,9.2,12.7,48.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-06-12,27.9,33.2,22.6,0.0,4.7,11.7,10.9,53.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-06-13,26.8,32.0,21.6,0.0,6.1,15.0,12.8,37.0,Calor,Seco,Brisa,Sin lluvia,Soleado,"Calor, Seco, Brisa, Sin lluvia, Soleado."
2023-06-14,26.2,32.2,20.1,0.0,6.1,11.4,13.4,45.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-06-15,24.0,28.6,19.5,0.0,3.1,6.7,13.5,47.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-06-16,25.6,31.8,19.4,0.0,3.3,7.8,12.8,39.0,Calor,Seco,Brisa,Sin lluvia,Soleado,"Calor, Seco, Brisa, Sin lluvia, Soleado."
2023-06-17,25.4,30.7,20.2,0.0,3.9,8.3,12.3,43.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-06-18,23.2,26.0,20.3,1.6,2.8,9.2,0.4,64.0,Agradable,Húmedo,Brisa,Lluvia notable,Nublado,"Agradable, Húmedo, Brisa, Lluvia notable, Nublado."
2023-06-19,23.5,26.6,20.4,0.1,3.1,7.8,6.8,70.0,Agradable,Húmedo,Brisa,Lluvia ligera,Soleado,"Agradable, Húmedo, Brisa, Lluvia ligera, Soleado."
2023-06-20,26.4,32.0,20.7,0.1,4.4,9.7,8.9,55.0,Calor,Húmedo,Brisa,Lluvia ligera,Soleado,"Calor, Húmedo, Brisa, Lluvia ligera, Soleado."
2023-06-21,25.2,30.6,19.8,0.0,3.1,10.3,5.9,66.0,Calor,Húmedo,Brisa,Sin lluvia,Parcialmente soleado,"Calor, Húmedo, Brisa, Sin lluvia, Parcialmente soleado."
2023-06-22,24.0,27.8,20.2,0.0,3.9,9.2,13.2,59.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-06-23,25.2,30.9,19.5,0.0,3.9,9.2,13.0,55.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-06-24,26.4,30.5,22.2,0.0,3.1,8.3,12.8,54.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-06-25,27.2,32.9,21.6,0.0,4.2,8.3,12.6,43.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-06-26,27.2,33.2,21.3,0.0,3.6,7.8,12.6,42.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-06-27,28.8,35.4,22.3,0.0,4.7,10.8,12.6,43.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-06-28,28.1,34.7,21.5,0.0,4.4,9.7,11.4,49.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-06-29,27.2,31.5,22.8,0.0,3.3,10.8,12.0,64.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-06-30,25.9,29.3,22.5,0.0,3.9,11.7,12.1,66.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-01,27.6,30.5,24.6,0.0,3.3,8.3,12.0,70.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-02,27.2,31.2,23.3,0.0,3.9,7.8,12.5,58.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-03,27.0,31.3,22.8,0.0,4.4,9.2,12.9,59.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-04,30.0,36.9,23.0,0.0,3.1,10.3,12.7,57.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-05,27.3,30.5,24.1,0.0,3.1,10.3,9.7,74.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-06,28.0,31.4,24.7,0.0,3.9,8.9,10.6,72.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-07,28.2,32.0,24.4,0.0,3.6,9.7,10.5,66.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-08,29.2,35.0,23.5,0.0,5.8,10.8,12.7,45.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-09,27.4,31.1,23.6,0.0,3.3,8.3,12.0,68.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-10,28.6,32.7,24.4,0.0,3.3,7.8,11.3,64.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-11,30.1,34.9,25.3,0.0,3.6,9.2,10.3,66.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-12,34.2,43.3,25.0,0.0,4.2,10.8,11.7,41.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-13,30.8,34.9,26.8,0.0,5.3,10.8,12.8,74.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-14,29.8,33.2,26.5,0.0,3.9,9.2,9.1,68.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-15,31.7,38.7,24.7,0.0,3.6,10.3,13.0,47.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-16,30.8,34.8,26.9,0.0,5.3,11.4,8.8,38.0,Calor,Seco,Brisa,Sin lluvia,Soleado,"Calor, Seco, Brisa, Sin lluvia, Soleado."
2023-07-17,29.4,33.0,25.8,0.0,4.4,8.9,9.8,74.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-18,29.0,33.5,24.4,0.0,3.6,10.3,11.4,66.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-19,35.0,44.2,25.7,0.0,4.4,10.3,10.2,34.0,Calor,Seco,Brisa,Sin lluvia,Soleado,"Calor, Seco, Brisa, Sin lluvia, Soleado."
2023-07-20,37.2,42.9,31.6,0.0,5.8,10.3,10.1,23.0,Calor,Seco,Brisa,Sin lluvia,Soleado,"Calor, Seco, Brisa, Sin lluvia, Soleado."
2023-07-21,33.3,39.2,27.4,0.0,5.0,13.3,10.3,34.0,Calor,Seco,Brisa,Sin lluvia,Soleado,"Calor, Seco, Brisa, Sin lluvia, Soleado."
2023-07-22,28.6,31.8,25.5,0.0,4.7,10.8,9.6,58.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-23,28.8,32.6,25.1,0.0,3.6,8.9,8.8,64.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-24,33.0,41.6,24.3,0.0,5.3,12.5,10.1,21.0,Calor,Seco,Brisa,Sin lluvia,Soleado,"Calor, Seco, Brisa, Sin lluvia, Soleado."
2023-07-25,32.4,37.7,27.0,0.0,5.0,11.7,13.1,37.0,Calor,Seco,Brisa,Sin lluvia,Soleado,"Calor, Seco, Brisa, Sin lluvia, Soleado."
2023-07-26,27.5,30.7,24.3,0.0,4.4,10.8,13.0,51.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-27,26.0,30.8,21.2,0.0,4.2,8.3,11.3,63.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-28,24.4,28.7,20.0,0.0,4.2,8.9,12.8,59.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-29,26.8,32.2,21.5,0.0,4.4,10.3,12.3,50.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-30,26.1,29.9,22.3,0.0,3.1,8.9,12.5,60.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-07-31,27.2,31.4,23.0,0.0,3.9,11.4,13.0,66.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-08-01,35.9,42.8,29.0,0.0,7.5,13.3,13.0,19.0,Calor,Seco,Brisa,Sin lluvia,Soleado,"Calor, Seco, Brisa, Sin lluvia, Soleado."
2023-08-02,35.6,41.0,30.3,0.0,6.9,11.7,13.0,26.0,Calor,Seco,Brisa,Sin lluvia,Soleado,"Calor, Seco, Brisa, Sin lluvia, Soleado."
2023-08-03,35.2,41.1,29.3,0.0,5.8,12.8,12.9,30.0,Calor,Seco,Brisa,Sin lluvia,Soleado,"Calor, Seco, Brisa, Sin lluvia, Soleado."
2023-08-04,28.4,32.1,24.8,0.0,3.6,11.4,10.9,65.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-08-05,26.7,30.5,22.9,0.0,3.6,9.7,11.7,63.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-08-06,27.6,33.4,21.7,0.0,4.2,7.2,12.8,45.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-08-07,27.2,31.9,22.6,0.0,3.6,8.9,11.5,54.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-08-08,28.2,31.3,25.2,0.0,4.4,9.7,8.9,70.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-08-09,27.6,31.0,24.2,0.0,3.6,8.3,10.7,70.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-08-10,28.0,31.9,24.1,0.0,4.2,9.2,10.1,72.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-08-11,28.9,32.4,25.4,0.0,5.0,15.0,11.7,63.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-08-12,27.8,30.8,24.7,0.0,5.0,10.3,11.7,78.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-08-13,27.6,31.3,23.9,0.0,4.2,8.9,11.9,77.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-08-14,27.3,31.3,23.3,0.0,3.6,8.9,11.2,70.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-08-15,28.2,31.4,25.0,0.0,4.7,8.9,10.9,74.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-08-16,27.3,30.9,23.7,0.0,4.2,9.2,9.8,72.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-08-17,28.2,34.6,21.7,0.0,3.6,8.9,12.4,54.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-08-18,32.2,40.2,24.3,0.0,3.9,8.9,10.4,31.0,Calor,Seco,Brisa,Sin lluvia,Soleado,"Calor, Seco, Brisa, Sin lluvia, Soleado."
2023-08-19,30.1,35.3,24.9,0.0,4.7,10.3,12.1,45.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-08-20,28.0,31.9,24.1,0.0,3.9,8.3,11.9,67.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-08-21,,,,0.0,3.9,8.3,11.5,,,Seco,Brisa,Sin lluvia,Soleado,"nan, Seco, Brisa, Sin lluvia, Soleado."
2023-08-22,,,,0.0,3.6,8.9,,,,Seco,Brisa,Sin lluvia,,"nan, Seco, Brisa, Sin lluvia, nan."
2023-08-23,,,,0.0,4.4,9.7,,,,Seco,Brisa,Sin lluvia,,"nan, Seco, Brisa, Sin lluvia, nan."
2023-08-24,28.8,34.7,22.9,0.0,3.9,8.3,11.8,54.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-08-25,29.0,34.1,23.8,0.0,3.9,8.3,11.2,56.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-08-26,31.5,37.8,25.2,0.0,3.1,18.1,7.1,58.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-08-27,28.2,33.8,22.7,0.0,8.9,18.1,12.2,28.0,Calor,Seco,Brisa,Sin lluvia,Soleado,"Calor, Seco, Brisa, Sin lluvia, Soleado."
2023-08-28,27.2,31.7,22.8,0.0,4.4,9.7,12.1,47.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-08-29,25.5,30.7,20.3,0.0,3.6,9.7,11.3,60.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-08-30,25.4,29.0,21.8,0.0,4.2,9.7,11.8,75.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-08-31,26.1,30.0,22.2,0.0,3.3,10.8,11.1,69.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-01,26.2,31.6,20.8,1.2,3.9,9.2,10.2,60.0,Calor,Húmedo,Brisa,Lluvia notable,Soleado,"Calor, Húmedo, Brisa, Lluvia notable, Soleado."
2023-09-02,25.8,29.6,21.9,1.2,3.6,10.3,5.3,68.0,Calor,Húmedo,Brisa,Lluvia notable,Parcialmente soleado,"Calor, Húmedo, Brisa, Lluvia notable, Parcialmente soleado."
2023-09-03,22.8,24.3,21.3,0.4,2.8,13.9,0.0,79.0,Agradable,Húmedo,Brisa,Lluvia ligera,Nublado,"Agradable, Húmedo, Brisa, Lluvia ligera, Nublado."
2023-09-04,26.6,32.8,20.3,0.0,3.6,8.9,9.3,46.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-05,27.4,31.8,23.0,0.0,4.7,10.3,9.2,50.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-06,26.2,31.2,21.2,0.0,3.6,7.8,7.8,68.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-07,26.8,29.3,24.4,0.0,3.3,7.2,6.9,76.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-08,26.2,29.2,23.1,0.0,3.3,8.3,6.8,72.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-09,26.8,29.3,24.2,0.0,3.6,8.3,7.2,75.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-10,25.8,29.5,22.1,0.0,3.9,8.9,10.3,72.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-11,26.7,31.6,21.8,0.0,4.2,9.7,10.8,66.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-12,28.4,33.0,23.9,0.0,4.7,11.4,11.2,45.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-13,26.4,30.4,22.5,0.0,3.1,8.9,8.8,67.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-14,27.8,31.1,24.6,1.4,3.6,9.2,8.4,71.0,Calor,Húmedo,Brisa,Lluvia notable,Soleado,"Calor, Húmedo, Brisa, Lluvia notable, Soleado."
2023-09-15,26.3,29.6,23.0,0.0,3.6,9.2,7.7,,Calor,Seco,Brisa,Sin lluvia,Soleado,"Calor, Seco, Brisa, Sin lluvia, Soleado."
2023-09-16,24.5,29.4,19.6,0.0,4.2,7.8,9.4,61.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-17,24.9,29.7,20.1,0.0,3.1,9.7,4.3,60.0,Agradable,Húmedo,Brisa,Sin lluvia,Parcialmente soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Parcialmente soleado."
2023-09-18,24.0,29.6,18.4,0.0,5.0,9.2,7.2,44.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-19,23.7,27.6,19.8,0.0,5.0,10.3,10.4,61.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-20,23.7,30.3,17.1,0.0,4.4,9.7,11.0,51.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-21,25.7,31.1,20.3,0.0,4.2,10.3,11.0,42.0,Calor,Húmedo,Brisa,Sin lluvia,Soleado,"Calor, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-22,23.6,27.3,19.9,0.0,7.5,14.4,7.0,44.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-23,22.4,26.8,17.9,0.0,3.6,10.3,11.1,54.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-24,22.6,27.7,17.5,0.0,3.3,7.8,11.2,59.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-25,22.3,26.8,17.8,0.0,3.3,7.2,8.2,66.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-26,23.4,26.9,19.9,0.0,3.3,8.3,10.8,68.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-27,23.0,26.7,19.2,0.0,3.1,7.2,8.6,73.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-28,21.0,26.0,15.9,0.0,3.6,7.8,11.1,76.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-29,21.2,25.8,16.6,0.0,3.6,7.8,10.2,76.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-09-30,23.6,27.2,19.9,0.0,3.6,8.9,10.4,74.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-10-01,21.9,27.5,16.3,0.0,3.6,7.2,11.0,70.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-10-02,22.9,29.0,16.8,0.0,3.9,7.8,10.6,64.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-10-03,22.5,27.8,17.2,0.0,3.9,7.2,10.3,71.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-10-04,23.4,28.0,18.8,0.0,2.5,8.9,6.8,67.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-10-05,23.3,26.9,19.7,0.0,2.8,8.3,9.9,74.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-10-06,22.8,27.5,18.1,0.0,2.5,8.3,8.6,73.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-10-07,22.5,28.3,16.7,0.0,3.1,8.9,9.9,71.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-10-08,22.2,27.1,17.2,0.0,3.6,8.3,10.0,75.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
2023-10-09,21.8,26.9,16.8,0.0,3.6,7.2,7.5,70.0,Agradable,Húmedo,Brisa,Sin lluvia,Soleado,"Agradable, Húmedo, Brisa, Sin lluvia, Soleado."
